Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
George R.R. Martin,72.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/08/George-R.-R.-Martin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Northwestern University and Clarke University,80,Post Graduate,George,male
Walter Afanasieff,63.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/walter-afanasieff.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,80,Post Graduate,Walter,male
Mike Judge,57.0,Others,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Mike-Judge.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,75,high school,Mike,male
Sarah King,53.0,United kingdom,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Sarah-King.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,75,Graduate,Sarah,female
Josh Schwartz,43.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/11/Josh-Schwartz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Southern California,70,Post Graduate,Josh,male
Nile Rodgers,67.0,Others,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Nile-Rodgers.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,70,high school,Nile,others
Bryan-Michael Cox,42.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/09/Brian-Michael-Cox.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Clark Atlanta University,65,Post Graduate,Bryan-Michael,others
Michael Moye,65.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Michael-Moye.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,65,high school,Michael,male
Mark Gordon,63.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/11/Mark_Gordon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University Film School,65,Post Graduate,Mark,male
Bryan-Michael Cox,43.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/09/Brian-Michael-Cox.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Clark Atlanta University,65,Post Graduate,Bryan-Michael,others
Nick Rhodes,58.0,United kingdom,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/05/Nick-Rhodes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Woodrush High School,60,high school,Nick,male
William Packer,45.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/10/Will-Packer-2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Florida A&M University,60,Post Graduate,William,male
Paul Haggis,68.0,Canada,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/paul_haggis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Fanshawe College, H.B. Beal Secondary School",60,Graduate,Paul,male
Barry Meyer,53.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/meyer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Case Western Reserve University School of Law, University of Rochester",60,Post Graduate,Barry,male
Irv Gotti,50.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Irv-Gotti.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,60,high school,Irv,male
Leigh Whannell,43.0,Others,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Leigh-Whannell.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,RMIT University,55,Post Graduate,Leigh,female
Alan Ball,62.0,Others,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Alan-Ball.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Florida State University School of Theatre,55,Post Graduate,Alan,male
Kevin Williamson,54.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/11/Kevin-Williamson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"East Carolina University and University of California, Los Angeles",55,Post Graduate,Kevin,male
Ken Berry,53.0,United kingdom,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/06/Ken-Berry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,52.5,Graduate,Ken,male
Don Kirshner,53.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/10/Don-Kirshner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Upsala College,50,Graduate,Don,male
Dr. Yoshiro Nakamatsu,92.0,Japan,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Dr.-Yoshiro-Nakamatsu.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Seiryo High School,50,high school,Dr.,others
Norman Lear,98.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/08/Norman-Lear.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Emerson College, Weaver High School",50,Graduate,Norman,male
James Wan,42.0,Others,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/James-Wan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,50,high school,James,male
Nigel Sinclair,53.0,Canada,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Nigel-Sinclair.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Cambridge,50,Post Graduate,Nigel,male
Dick Ebersol,72.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Dick-Ebersol.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Yale University,50,Post Graduate,Dick,male
Gale Anne Hurd,65.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/gah1.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Stanford University,50,Post Graduate,Gale,female
DeStorm Power,37.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/12/DeStorm-Power.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Baltimore School of the Arts and Bowie State University,45,Post Graduate,DeStorm,others
Steven Soderbergh,58.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/07/Steven-Soderbergh-3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Louisiana State University Laboratory School,40,Post Graduate,Steven,male
Doug Ellin,51.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Doug-Ellin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Tulane University,40,Post Graduate,Doug,male
Kanye West,43.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Kanye-West1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Chicago's American Academy of Art (drop out), Chicago State University (drop out)",1800.0,Post Graduate,Kanye,others
Jay Z,51.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Jay-z-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Trenton Central High School, George Westinghouse Career and Technical Education High School ",1400.0,high school,Jay,male
Sean Combs - Diddy,51.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Diddy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Howard University and Mount Saint Michael Academy,885,Post Graduate,Sean,male
Sean Combs - Diddy,51.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Diddy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Howard University and Mount Saint Michael Academy,825,Post Graduate,Sean,male
Dr. Dre,54.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/11/Dr.-Dre.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Fremont High School,800,high school,Dr.,others
Russell Simmons,63.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Russell_Simmons.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,City College of New York,340,Graduate,Russell,male
Master P,53.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/master-p.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Oakland's Merritt Junior College,250,Graduate,Master,others
Usher,42.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Usher-001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,North Springs High School,180,high school,Usher,others
Drake,34.0,Canada,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Drake-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Forest Hill Collegiate Institute,180,Graduate,Drake,male
Ronald Slim Williams,52.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/11/Ronald-Slim-Williams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,170,Post Graduate,Ronald,male
Pharrell Williams,46.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Pharrell-Williams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Princess Anne High School,150,high school,Pharrell,others
Lil Wayne,37.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/lil_wayne.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of Houston, University of Phoenix ",150,Post Graduate,Lil,female
Snoop Dogg,48.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Snoop-Dogg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married, Long Beach Polytechnic High School,143,high school,Snoop,others
Ice Cube,50.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Ice-Cube.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Phoenix Institute of Technology,140,Graduate,Ice,male
Birdman,52.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/Birdman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Unknown,110,Graduate,Birdman,others
LL Cool J,53.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/llcoolj_cover_wide-adfdea6f42b6b59016004ee658ce63513904bf0f-s6-c30.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hillcrest High School (drop out),100,high school,LL,others
Eminem,48.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/10/Eminem.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Lincoln High School,100,high school,Eminem,others
Timbaland,48.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/11/Timbaland.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Salem High School of Virginia ,85,high school,Timbaland,others
Akon,47.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Akon-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,80,Post Graduate,Akon,others
Michael Diamond AKA Mike D,54.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mike-D.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,75,Post Graduate,Michael,male
Adam Horovitz aka Ad-Rock,53.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Adam-Horowitz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,75,Post Graduate,Adam,male
Will.i.am,46.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/06/Will-i-am.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single, Palisades Charter High School,75,high school,Will.i.am,others
Nicki Minaj,36.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Nicki-Minaj1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,LaGuardia High School,75,high school,Nicki,female
Joseph Simmons AKA Rev Run,55.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Rev-Run.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,70,Post Graduate,Joseph,male
Busta Rhymes,48.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Busta-Rhymes.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"George Westinghouse Career, Technical Education High School,",65,high school,Busta,others
Swizz Beatz,42.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/05/swizz_beatz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,65,Post Graduate,Swizz,others
Nelly,45.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Nelly1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,60,Post Graduate,Nelly,female
Chad Hugo,45.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Chad-Hugo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,55,Post Graduate,Chad,male
Wiz Khalifa,33.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/08/Wiz-Khalifa.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Taylor Allderdice High School,55,high school,Wiz,others
T.I.,40.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/T_I_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Drop Out,  Douglass High School",55,high school,T.I.,others
Andre 3000,45.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Andre-3000.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Sarah Smith Elementary School, Sutton Middle School, Northside High School and Tri-Cities High School",45,high school,Andre,male
J Prince,55.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/05/j-prince.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Houston,45,Post Graduate,J,others
Bone Thugs-n-Harmony,28.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Bone-Thugs-n-Haromny.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,45,Post Graduate,Bone,others
Darryl McDaniels,55.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Darryl-McDaniels.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"St. John's University, Rice High School",45,Post Graduate,Darryl,male
Rick Ross,44.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Rick-Ross1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,42,Post Graduate,Rick,male
Big Boi,46.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/08/Big-Boi.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Tri-Cities High School, Herschel V. Jenkins High Schoo",40,high school,Big,others
Ice T,63.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/Ice-T.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Crenshaw High School,35,high school,Ice,male
Common,49.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/common-rapper.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Luther High School South,35,high school,Common,others
T-Pain,35.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/05/T-Pain1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,35,Post Graduate,T-Pain,others
Ludacris,43.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Ludacris_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Georgia State University, Banneker High School",31,Post Graduate,Ludacris,others
Cardi B,28.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/04/Cardi-B-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,enaissance High School for Musical Theater & Technology,30,high school,Cardi,others
Flo Rida,41.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Flo-Rida.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,30,Post Graduate,Flo,others
Soulja Boy,30.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/soulja-boy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,30,Post Graduate,Soulja,others
50 Cent,45.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/50Cent.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Andrew Jackson High School (drop out),30,high school,50,others
The Game,40.0,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/The-Game1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,Post Graduate,The,female
Lil Jon,50.0,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/lil-jon-celebrity-apprentice-stars-season-jceagh-qbtzx-804928337.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,25,Post Graduate,Lil,female
Mike Shinoda,44.0,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mike-Shinoda.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Art Center College of Design of Pasadena, Agoura High School",23,Graduate,Mike,male
Cee Lo Green,46.0,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Cee_Lo_Green_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Riverside Military Academy,22,Graduate,Cee,others
