Name,age,country,category,image,marital_status,Education,net_worth,Degree,first_name,Gender
Andrew Luck,31.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Andrew-Luck2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Stanford University, Stratford High School",40,Post Graduate,Andrew,male
Edgerrin James,42.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/09/Edgerrin-James.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Miami,40,Post Graduate,Edgerrin,others
Deion Sanders,53.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/Deion_Sanders.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Florida State University, North Fort Myers High School",40,Post Graduate,Deion,male
Roddy White,38.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/05/roddy-white.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Alabama-Birmingham,40,Post Graduate,Roddy,male
Ryan Clady,33.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/01/Ryan_Clady.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Boise State University,40,Post Graduate,Ryan,male
Steve Young,59.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/Steve-Young.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Brigham Young University,40,Post Graduate,Steve,male
Kerry Collins,48.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/Kerry-Collins.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Pennsylvania State University, Wilson Senior High School",39.5,Post Graduate,Kerry,female
Marcell Dareus,29.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/07/Marcell-Dareus.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Alabama,36,Post Graduate,Marcell,male
LaDainian Tomlinson,40.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/LaDainian-Tomlinson.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Texas Christian University,36,Post Graduate,LaDainian,others
Jerod Mayo,33.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/05/Jerod-Mayo.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Tennessee,36,Post Graduate,Jerod,male
Quentin Jammer,40.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/04/Quentin-Jammer.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Angleton High School, University of Texas at Austin",36,Post Graduate,Quentin,male
Dan Marino,59.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Dan-Marino.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Pittsburgh, Central Catholic High School",35,Post Graduate,Dan,male
Donovan McNabb,44.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Donovan-McNabb.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Syracuse University, Mount Carmel High School",35,Post Graduate,Donovan,male
Johnathan Joseph,35.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Johnathan-Joseph.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of South Carolina,35,Post Graduate,Johnathan,male
Heath Miller,37.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Heath-Miller.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Virginia,35,Post Graduate,Heath,male
Jason Witten,37.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/05/Jason-Witten.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Tennessee,35,Post Graduate,Jason,male
AJ Green,31.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/04/AJ-Green.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Summerville High School, University of Georgia",35,Post Graduate,AJ,others
Philip Rivers,38.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/12/3-philip-rivers-san-diego-chargers-previously-2nd.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"North Carolina State University, Athens High School",35,Post Graduate,Philip,male
Michael Turner,37.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/12/hi-res-151066112_crop_exact.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Northern Illinois University,35,Post Graduate,Michael,male
Clay Matthews,34.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/10/cm11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Southern California, Agoura High School",35,Post Graduate,Clay,male
Tyson Jackson,34.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/09000d5d8103c1af_gallery_600.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Louisiana State University,35,Post Graduate,Tyson,male
Brian Westbrook,41.0,Others,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Brian-Westbrook.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,35,high school,Brian,male
Mark Gastineau,64.0,Others,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Mark-Gastineau.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,high school,Mark,male
Marshawn Lynch,34.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Marshawn-Lynch.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of California-Berkeley,34,Post Graduate,Marshawn,others
Ike Taylor,39.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Ike-Taylor.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Louisiana-Lafayette,34,Post Graduate,Ike,female
LaRon Landry,35.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/10/LaRon-Landry.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Louisiana State University,34,Post Graduate,LaRon,male
DeAngelo Hall,36.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/05/DeAngelo-Hall_.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Virginia Polytechnic Institute and State University,33,Post Graduate,DeAngelo,others
Ryan Kalil,34.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/07/Ryan-Kalil.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Southern California,33,Post Graduate,Ryan,male
Sebastian Janikowski (NFL),41.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/03/sebastian-janikowski-in-2002-age-23-and-today.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Florida State University,33,Post Graduate,Sebastian,male
Chris Johnson,34.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Chris-Johnson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Olympia High School, East Carolina University",33,Post Graduate,Chris,male
Carlos Dunlap,30.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Carlos-Dunlap.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Florida,32,Post Graduate,Carlos,male
Leonard Davis,41.0,United states,nfl-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/02/leonard-davis.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Texas-Austin,32,Post Graduate,Leonard,male
Leon Hall,35.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Leon-Hall.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Michigan,31,Post Graduate,Leon,male
Corey Webster,37.0,United states,nfl-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/01/Corey-Webster.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Louisiana State University,30.5,Post Graduate,Corey,male
Jay Cutler,37.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/03/Jay-Cutler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Vanderbilt University, Heritage Hills High School ",30,Post Graduate,Jay,male
Matt Ryan,35.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/matt-ryan2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Boston College,30,Graduate,Matt,male
Mario Williams,36.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Mario-Williams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,North Carolina State University,30,Post Graduate,Mario,male
Antonio Smith,38.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/05/Antonio-Smith.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Oklahoma State University,30,Post Graduate,Antonio,male
Michael Roos,37.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/04/Michael-Roos.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Eastern Washington University,30,Post Graduate,Michael,male
Branden Albert (NFL),35.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/06/Branden-Albert.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"University of Virginia, Hargrave Military Academy",30,Post Graduate,Branden,male
Branden Albert (NFL),35.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/08/Branden-Albert.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"University of Virginia, Hargrave Military Academy",30,Post Graduate,Branden,male
Fred Taylor (NFL),44.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/03/ftaylor1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Florida,30,Post Graduate,Fred,male
Tony Gonzalez (NFL),43.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/03/459738925.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of California-Berkeley,30,Post Graduate,Tony,male
Antonio Gates,39.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/03/APTR_AntonioGates.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kent State University,30,Post Graduate,Antonio,male
Jordan Gross,39.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/02/yahoo_jordangrossrestructure.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Utah,30,Post Graduate,Jordan,male
Matt Schaub,38.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/01/rawImage.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Virginia,30,Post Graduate,Matt,male
Russell Wilson,32.0,United states,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/russell_wilson_eagles.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Wisconsin–Madison, North Carolina State University",30,Post Graduate,Russell,male
Champ Bailey,41.0,Others,nfl-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Champ+Bailey+Denver+Broncos+v+Minnesota+Vikings+UFqWZts25pMx.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Georgia,30,Post Graduate,Champ,others
Mike Ditka,81.0,United states,nfl-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2013/11/ditka.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Pittsburgh,30,Post Graduate,Mike,male
George Lucas,75.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/11/george-lucas.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Modesto Junior College,7620.0,Graduate,George,male
Arnon Milchan,76.0,United kingdom,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Arnon-Milchan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,London School of Economics,3400.0,Graduate,Arnon,male
Austin Hearst,53.0,Others,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/6910.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,,1900.0,high school,Austin,male
Jeffrey Lurie,69.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/09/Jeffrey-Lurie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Clark University, Boston University, Brandeis University",1850.0,Post Graduate,Jeffrey,male
Cameron Mackintosh,74.0,United kingdom,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/cameron-mackintosh.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Central School of Speech and Drama, Prior Park College",1200.0,Graduate,Cameron,male
Ryan Kavanaugh,45.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/09/Ryan-Kavanaugh-photo-Skyline-premiere.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married," University of California, Los Angeles, University of Southern California",1000.0,Post Graduate,Ryan,male
Jeffrey Katzenberg,70.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/11/Jeffrey-Katzenberg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ethical Culture Fieldston School,900,Graduate,Jeffrey,male
Jerry Bruckheimer,77.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/03/jerry_bruckheimer__2_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University of Arizona, Mumford High School",900,Post Graduate,Jerry,male
Peter Guber,77.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/12/Peter-Guber.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University,800,Post Graduate,Peter,male
Jerry Moss,85.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/jerry_moss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Brooklyn College,800,Graduate,Jerry,male
Joe Roth,72.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/05/joe-roth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Boston University,700,Post Graduate,Joe,male
Stephen Bing,54.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/10/Stephen-Bing.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Stanford University,600,Post Graduate,Stephen,male
Steve Bing,56.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/sb12.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Stanford University, Harvard-Westlake School",600,Post Graduate,Steve,male
Chuck Lorre,68.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/chuck_lorre.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,State University of New York at Potsdam,600,Post Graduate,Chuck,male
Simon Fuller,60.0,United kingdom,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Simon_Fuller_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Unknown,580,Graduate,Simon,male
Dick Wolf,74.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/04/Dick-Wolf-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,550,Post Graduate,Dick,male
Simon Cowell,61.0,United kingdom,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Simon-Cowell.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,GCE in Sociology from Windsor Technical College,550,Graduate,Simon,male
Emilio Estefan,68.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/02/bigstock-Emilio-Estefan-Jr-at-the-Holl-57049295.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,500,Post Graduate,Emilio,male
Abigail Disney,61.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Premiere+Pray+Devil+Back+Hell+2008+TFF+g4cIQ1DAyYnl.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Stanford University, Columbia University, Yale University",500,Post Graduate,Abigail,female
Mark Burnett,60.0,United kingdom,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Mark-Burnett-and-Roma-Downey.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,438,Graduate,Mark,male
Joel Silver,68.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/01/Joel-Silver-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University's Tisch School of the Arts,400,Post Graduate,Joel,male
Tyler Perry,51.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/11/tyler-perry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Syracuse University,400,Post Graduate,Tyler,male
Kishore Lulla,53.0,India,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/11/Kishore-Lulla.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Mumbai,360,Post Graduate,Kishore,others
Trey Parker,50.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Trey-Parker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Berklee College of Music, University of Colorado Boulder",350,Graduate,Trey,male
Lorne Michaels,75.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Lorne-Michaels.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"University College, Toronto",350,Graduate,Lorne,male
Lou Pearlman,53.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/09/Lou-Pearlman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Queens College and City University of New York,300,Graduate,Lou,male
Barbara Broccoli,59.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/12/Barbara-Broccoli.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Loyola University,300,Post Graduate,Barbara,female
A. R. Rahman,54.0,Japan,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/AR-Rahman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Trinity College of Music,280,Graduate,A.,others
Max Martin,50.0,Others,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/MaxMartin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,250,high school,Max,male
David E Kelley,63.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/David-E-Kelley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Boston University School of Law, Princeton University",250,Post Graduate,David,male
Jamie Palumbo,56.0,United kingdom,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Jamie-Palumbo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Worcester College, Oxford, Eton College",250,Graduate,Jamie,female
Donald P. Bellisario,85.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/images.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Pennsylvania State University,250,Post Graduate,Donald,male
Mutt Lange,71.0,United kingdom,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mutt-Lange.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Belfast High School,225,high school,Mutt,others
Desmond Child,67.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/03/Desmond-Child.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University and Miami Dade Community College,200,Graduate,Desmond,male
Phil Rosenthal,61.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2021/04/Phil-Rosenthal.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Hofstra University, Clarkstown High School North",200,Post Graduate,Phil,male
Jon Peters,75.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/Jon-Peters.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,200,Post Graduate,Jon,male
Sherwood Schwartz,53.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/08/Sherwood-Schwartz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,New York University and University of Southern California,175,Post Graduate,Sherwood,male
Tony and Ridley Scott,53.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Sir-Ridley-and-Tony-Scott.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,165,high school,Tony,male
Bill Lawrence,51.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/02/Bill-Lawrence.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,College of William and Mary,150,Graduate,Bill,male
Harvey Weinstein,67.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Harvey-Weinstein1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,150,high school,Harvey,male
Anthony Zuiker,51.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/11/Anthony-Zuiker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Chaparral High School, Las Vegas, Nevada",150,high school,Anthony,male
Avi Lerner,73.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/12/avi-lerner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Tel Aviv University,150,Post Graduate,Avi,male
Kathleen Kennedy,67.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/kk1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,San Diego State University,150,Post Graduate,Kathleen,female
Lilly Wachowski,52.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Lilly-Wachowski.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Emerson College in Boston,125,Graduate,Lilly,female
Lana Wachowski,54.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/02/Lana-Wachowski.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Bard College (undergraduate),125,Graduate,Lana,female
David Heyman,59.0,United kingdom,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2018/07/david-heyman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Harvard University,125,Post Graduate,David,male
J.J. Abrams,54.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/JJ-Abrams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Sarah Lawrence College, Palisades Charter High School",120,Graduate,J.J.,others
Darren Star,58.0,Others,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Darren-Star.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,120,high school,Darren,male
Mike Fleiss,55.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/08/Mike-Fleiss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"University of California, Berkeley",120,Post Graduate,Mike,male
Moya Doherty and John McColgan,53.0,United kingdom,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/10/Moya-Doherty-and-John-McColgan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Ulster,118.24,Post Graduate,Moya,female
Bruce Dickinson,61.0,United kingdom,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Bruce-Dickinson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,King Edward VII School,115,Graduate,Bruce,male
Nigel Lythgoe,71.0,United kingdom,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/05/nigel-lythgoe.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Hylton-Bromley School of Dance and Drama and the Perry Cowell School of Dance,110,Graduate,Nigel,male
Phil Spector,81.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/02/Pil-Spector.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,100,Post Graduate,Phil,male
Richard Donner,89.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Richard-Donner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,100,Post Graduate,Richard,male
Ryan Murphy,54.0,United states,producers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/09/Ryan-Murphy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Indiana University Bloomington,100,Post Graduate,Ryan,male
Dan Houser,45.0,United kingdom,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/06/Dan-Houser.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,St Paul's School and Oxford University,100,Post Graduate,Dan,male
Larry Charles,64.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/09/Larry-Charles.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Rutgers University, John Dewey High School",100,Post Graduate,Larry,male
Ivan Reitman,74.0,Canada,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Ivan-Reitman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,100,Post Graduate,Ivan,male
Anthony E. Zuiker,52.0,United states,producers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/10/az1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,"Arizona State University, University of La Verne ",100,Post Graduate,Anthony,male
Brian Grazer,69.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/brian-grazer-lacma-2012-01.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married," University of Southern California, USC Law School",100,Post Graduate,Brian,male
Hans Zimmer,62.0,Germany,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Hans-Zimmer.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Hurtwood House school,90,Graduate,Hans,male
Michael Mann,78.0,United states,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/Michael-Mann.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin–Madison and London Film School,90,Post Graduate,Michael,male
Aaron Sorkin,58.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/10/Aaron-Sorkin-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,80,Post Graduate,Aaron,male
Brian Robbins,56.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/10/Brian-Robbins.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Ulysses S. Grant High School,80,high school,Brian,male
David Chase,74.0,United states,producers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/03/David-Chase.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Wake Forest University, New York University and Stanford University",80,Post Graduate,David,male
Sam Houser,48.0,Others,producers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Sam-Houser.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,80,high school,Sam,male
