Name,age,country,category,image,marital_status,Education,net_worth,Degree
Soulja Boy,30,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/07/soulja-boy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$30 Million,
50 Cent,45,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/50Cent.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Andrew Jackson High School (drop out),$30 Million,high school
The Game,40,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/The-Game1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$25 Million,
Lil Jon,50,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/lil-jon-celebrity-apprentice-stars-season-jceagh-qbtzx-804928337.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Nicole Smith (m. 2004),,$25 Million,
Mike Shinoda,44,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mike-Shinoda.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Anna Shinoda),"Art Center College of Design of Pasadena, Agoura High School",$23 Million,Graduate
Cee Lo Green,46,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Cee_Lo_Green_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Christina Johnson),Riverside Military Academy,$22 Million,Graduate
Tech N9ne,48,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Tech-N9ne.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$21 Million,
Kendrick Lamar,33,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Kendrick-Lamar.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$20 Million,
Sandra Denton AKA Pepa,53,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/02/sandra_denton_5195473-e1379347753818.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Treach),Queensborough Community College,$15 Million,Graduate
Too Short,53,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Too-Short.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Erica Escarcega),,$15 Million,
Pusha T,42,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Pusha-T.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$15 Million,
8Ball &amp; MJG,N/A,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/8Ball-and-MJG.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$15 Million,
Young Jeezy,43,N/A,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/05/young_jeezy_09.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$15 Million,
Plies,44,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Plies.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"University of Central Florida, Miami University, Fort Myers Senior High School",$14 Million,Graduate
Lupe Fiasco,37,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Lupe-Fiasco.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$14 Million,
Funkmaster Flex,53,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Funkmaster-Flex.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$14 Million,
Cheryl James AKA Salt,53,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/02/Cheryl-James-AKA-Salt.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Gavin Wray),Queensborough Community College,$14 Million,Graduate
Inspectah Deck,50,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Inspectah-Deck.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$14 Million,
Mack Maine,40,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Mack-maine.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$13 Million,
DJ Clue,46,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/09/DJ-Clue.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$13 Million,
Paul Wall,38,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Paul-Wall.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Crystal Wall),"University of Houston, Jersey Village High School",$12.5 Million,Graduate
Shaggy,51,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Shaggy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$12 Million,
Sean Paul,48,N/A,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Sean-Paul.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jodi Stewart),"Wolmer's Boys' School, College of Arts, Science, and Technology",$12 Million,Graduate
David Banner,47,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/David-Banner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,"University of Maryland, College Park, Provine High School, Southern University and A&M College",$12 Million,Graduate
Raekwon,50,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Raekwon.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$12 Million,
Redman,49,United states,rappers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Redman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married,,$10 Million,
Jim Jones,43,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jim-Jones.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$10 Million,
Mobb Deep,N/A,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Mobb-Deep.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$10 Million,
Yung Joc,36,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Yung-Joc.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$10 Million,
Chingy,39,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Chingy.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,McCluer North High School,$10 Million,high school
Benzino,55,United states,rappers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2021/04/Benzino-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Harvard University ,$10 Million,Graduate
Ying Yang Twins,N/A,United states,rappers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Yin-Yang-Twins.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$10 Million,
DJ Spinderella,48,United states,rappers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2018/06/DJ-Spinderella.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$10 Million,
Madonna,62,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/06/madonna.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Guy Ritchie),"University of Michigan, R. Adams High School",$580 Million,Graduate
Mariah Carey,51,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Mariah_Carey.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Nick Cannon),Harborfields High School,$535 Million,high school
Dolly Parton,75,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Dolly-Parton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Carl Thomas Dean),Sevier County High School,$500 Million,high school
Gloria Estefan,63,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/gloria-estefan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Emilio Estefan),"Our Lady of Lourdes Academy, University of Miami",$500 Million,Graduate
Victoria Beckham,46,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/victoria_beckham_bob_brown_bla.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (David Beckham),,$450 Million,
Beyonce,39,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/11/Beyonce_2016.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Married (Shawn ""Jay-Z"" Carter)"," Alief Elsik High School, Parker Elementary School",$420 Million,high school
Johnny Mathis,84,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Johnny-Mathis.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"George Washington High School, San Francisco State University ",$400 Million,Graduate
Jennifer Lopez,51,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/01/Jennifer-Lopez.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Marc Anthony),City University of New York Baruch,$400 Million,Graduate
Celine Dion,53,Canada,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/300.dion_.celine.lc_.081809.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (René Angélil),,$380 Million,
Barbra Streisand,78,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Barbara-Streisand.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (James Brolin),Erasmus Hall High School,$370 Million,high school
Toby Keith,59,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/05/toby_keith_indoor_black-0305_V_FINALDH.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tricia Lucus),,$360 Million,
Bob Dylan,79,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Bob-Dylan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Carolyn Dennis),University of Minnesota,$350 Million,Graduate
Shania Twain,55,Canada,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Shania_Twain.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Frédéric Thiébaud),Timmins High and Vocational School,$350 Million,Graduate
Bruce Springsteen,71,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/04/Bruce-Springsteen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Patti Scialfa),"Freehold High School, Ocean County College",$345 Million,Graduate
Katy Perry,36,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/05/Katy-Perry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Russell Brand),"Dos Pueblos High School, Music Academy of the West ",$330 Million,high school
George Strait,68,N/A,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Geroge-Strait.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married Norma Strait (m. 1971),,$326 Million,
Lady Gaga,35,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2021/03/Lady-Gaga-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,New York University (drop out),$320 Million,Graduate
Cher,74,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/cher092way_sq-9cb11e11290e68a2f310b3a64d847cd196a687e0-s6-c30.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Gregg Allman),Fresno High School (Drop Out),$305 Million,high school
Justin Bieber,25,Canada,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/10/Justin-Bieber.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Hailey Rhode Bieber),Jeanne Sauvé Catholic School,$305 Million,Graduate
Julio Iglesias,77,Spain,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Julio-Iglesias.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Miranda Rijnsburger),Complutense University of Madrid,$300 Million,Graduate
Nana Mouskouri,N/A,N/A,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/07/Nana-Mouskouri.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$280 Million,
Taylor Swift,30,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Taylo_Swift_Net_Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,High School Diploma (Home School by Aaron Academy),$280 Million,high school
Johnny Hallyday,77,France,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/09/johnny_hallyday_portrait_reference.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Laeticia Hallyday),,$275 Million,
Aaron Kwok,55,N/A,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/0013729c050d08efb9ed08.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Joseph's College ,$275 Million,Graduate
Kenny Rogers,N/A,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Kenny-Rogers.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Wanda Miller),Jefferson Davis High School,$250 Million,high school
Diana Ross,75,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Diana-Ross.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Divoced (Arne Naess, Jr)",Cass Technical High School,$250 Million,high school
Tom Jones,80,United kingdom,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Tom-Jones.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Melinda Trenchard),,$250 Million,
Tina Arena,53,Australia,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/tina-arena-picture-3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Gabriel Joseph),"St. Columba's College, Melbourne",$245 Million,Graduate
Garth Brooks,59,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Garth-Brooks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Trisha Yearwood),Oklahoma State University,$240 Million,Graduate
Rihanna,33,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/11/rihanna.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,"Combermere High School,C.F.B Memorial 1° School",$230 Million,high school
Kenny Chesney,53,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/05/Chesney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Annulled (Renée Zellweger),"East Tennessee State University, Gibbs High School",$225 Million,Graduate
Justin Timberlake,38,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/justin-timberlake-20-20-experience-album-release-party-06.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Jessica Biel),,$225 Million,
Bette Midler,74,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bette-idler.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Martin von Haselberg),"University of Hawaii, Radford High School",$220 Million,Graduate
Shakira,44,N/A,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/shakira-shakira-833204146.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,In a relationship (Gerard Piqué),,$220 Million,
One Direction,N/A,Ireland,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/One-Direction.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$215 Million,
Don Henley,73,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2021/04/Don-Henley-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Sharon Summerall),"North Texas State University, Stephen F. Austin State University",$250 Million,Graduate
Tina Turner,80,N/A,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/Tina-Turner.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,"Partner: Erwin Bach (1986–), Married Ike Turner (m. 1962–1978)",,$200 Million,
Tony Bennett,93,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2018/07/Tony-Bennett.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Susan Crow),New York's School of Industrial Art,$200 Million,Graduate
Lionel Richie,71,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/04/Lionel-Richie.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Diane Alexander),Auburn University,$200 Million,Graduate
Robbie Williams,47,United kingdom,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/05/Robbie-Williams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Ayda Field),"UKDDF, St. Margaret Ward Roman Catholic School, Mill Hill Primary School",$200 Million,Graduate
Britney Spears,39,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Britney-Spears.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Kevin Federline),"Professional Performing Arts School, Parklane Academy",$200 Million,Graduate
Jay Chou,42,N/A,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/08/Jay-Chou-jay-chou-24412915-500-500.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,Tamkang Senior High School,$185 Million,high school
Usher,42,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Usher-001.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Seprated (Grace Miguel),North Springs High School,$180 Million,high school
Janet Jackson,54,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/janet-jackson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Wissam Al Mana),,$175 Million,
Babyface,60,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/babyface-picture-1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nicole Pantenburg),North Central High School,$170 Million,high school
Barry and Robin Gibb,N/A,N/A,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/05/Barry-and-Robin-Gibb.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$165 Million,
Miley Cyrus,27,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/12/Miley-Cyrus.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Liam Hemsworth),Heritage Elementary School and Options for Youth Charter Schools,$160 Million,Graduate
Christina Aguilera,39,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Christina-Aguilera.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jordan Bratman),North Allegheny Intermediate High School,$160 Million,high school
Michael Buble,44,N/A,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Michael-Buble.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married Luisana Lopilato (m. 2011),,$150 Million,
Bruno Mars,35,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2019/04/Bruno-Mars.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,President Theodore Roosevelt High School,$150 Million,high school
Vanessa Paradis,48,France,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/10/vp2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$150 Million,
Bob Geldof,69,Ireland,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Bob-Geldof.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Engaged (Jeanne Marine),Blackrock College,$150 Million,Graduate
Pharrell Williams,46,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Pharrell-Williams.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Helen Lasichanh),Princess Anne High School,$150 Million,high school
Jessica Simpson,40,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/jessica-simpson2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Eric Johnson),J. J. Pearce High School,$150 Million,high school
Jacky Cheung,59,N/A,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/08/jacky-cheung-03.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (May Lo Mei-mei),,$145 Million,
Terry Fator,55,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Terry-Fator.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Angie Fiore),Liberty University,$140 Million,Graduate
Enya,59,Ireland,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2018/09/Enya.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Convent Boarding School in Milford,$140 Million,Graduate
Adele,32,United kingdom,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2012/06/Adele-Grammys-cropped.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,BRIT School for Performing Arts & Technology,$135 Million,Graduate
Alicia Keys,40,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/07/alicia_keys.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married to Swizz Beatz (m. 2010),,$130 Million,
Paul Stanley,68,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Paul-Stanley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Erin Sutton),,$125 Million,
Wayne Newton,77,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/Wayne-Newton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kathleen McCrone),,$120 Million,
Linda Ronstadt,74,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Linda-Ronstad.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$115 Million,
Ed Sheeran,30,United kingdom,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/04/Ed-Sheeran.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Cherry Lancaster Seaborn),Thomas Mills High School ,$110 Million,high school
Pink,40,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Pink.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married Carey Hart (m. 2006),"Kutz Elementary School, Lenape Middle School, Central Bucks High School West.",$110 Million,high school
Stevie Wonder,70,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Stevie-Wonder.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Kai Milla Morris),,$110 Million,
Jason Aldean,44,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Jason-Aldean.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Brittany Kerr),Windsor Academy,$110 Million,Graduate
Bobbie Gentry,78,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/10/Bobbie-Gentry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Jim Stafford),Palm Valley School and Los Angeles Conservatory of Music,$100 Million,Graduate
Smokey Robinson,81,United states,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2019/07/Smokey-Robinson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Frances Glandney),Detroit Northern High School,$100 Million,high school
Benjamin Bronfman,38,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/07/Benjamin-Bronfman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Separated (Mathangi Arulpragasam),"The Collegiate School and Emerson College in Boston, Massachusetts",$100 Million,Graduate
James Brown,N/A,N/A,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2011/06/james_brown.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,$100 Million,
Reba McEntire,64,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Reba-McEntire.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Narvel Blackstock),Southeastern Oklahoma State University,$95 Million,Graduate
Engelbert Humperdinck,84,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Engelbert-Humperdinck1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Patricia Healey),,$90 Million,
Brian Johnson,73,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Brian-Johnson11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Carol),,$90 Million,
Enrique Iglesias,44,Spain,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2012/01/fp-enrique-iglesias-2762905bftnz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,,$85 Million,
Kris Kristofferson,84,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Kris-Kristofferson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lisa Meyers),"Merton College, ",$80 Million,Graduate
Faith Hill,53,United states,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/02/Faith-Hill.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tim McGraw),,$80 Million,
Paul Anka,78,Canada,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Paul-Anka.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Lisa Pemberton),Fisher Park High School,$80 Million,high school
Anita Baker,63,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Anita-Baker.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Walter Bridgforth Jr.),,$80 Million,
Akon,47,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2012/04/Akon-Net-Worth.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Tomeka Akon),,$80 Million,
Keith Urban,52,N/A,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Keith-Urban.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Nicole Kidman),,$75 Million,
Danny Elfman,67,United states,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/08/Danny-Elfman-danny-elfman-14822972-434-600.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Bridget Fonda),,$75 Million,
Kylie Minogue,52,Australia,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/kylie-minogue1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Single,Anglia Ruskin University (D.H.Sc.),$75 Million,Graduate
Barry Manilow,77,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Barry-Manilow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Susan Deixler),Eastern District High School,$70 Million,high school
Elvis Costello,66,United kingdom,singers,https://static0.therichestimages.com/wordpress/wp-content/uploads/Elvis-Costello.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Diana Krall),,$70 Million,
Carole King,77,United states,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Carole-King.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Divorced (Rick Sorenson),,$70 Million,
Bernie Taupin,70,United kingdom,singers,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Bernie_Taupin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Heather Lynn Hodgins Kidd),,$70 Million,
Joe Elliott,61,N/A,singers,https://static1.therichestimages.com/wordpress/wp-content/uploads/Joe-Elliott.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married to Kristine; Divorced to Karla Ramdhani,,$70 Million,
Gary Barlow,50,United kingdom,singers,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/Gary-Barlow.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,Married (Dawn Andrews),,$67 Million,
