Name,age,country,category,image,marital_status,Education,net_worth,Degree,age_bucket,first_name,Gender
Nicklas Backstrom,32.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/12/ox281254761883342585.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,40,,1,Nicklas,male
Henrik Sedin,40.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/VAN_8467876_Sedin_Henrik.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,40,,1,Henrik,male
Sergei Fedorov,51.0,Russia,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Sergei-Fedorov.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,1 (Aleksandra Fedorova),40,Graduate,2,Sergei,male
Jaromir Jagr,49.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Jaromir-Jagr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,40,,2,Jaromir,male
Dany Heatley,39.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/01/Dany-Heatley.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Wisconsin-Madison,38.6,Graduate,1,Dany,female
Eric Staal,35.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/12/Eric-Staal.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,38,,1,Eric,male
Bobby Holik,49.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Bobby-Holik.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,36,,2,Bobby,male
Michael Cammalleri,37.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/08/Michael-Cammalleri.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Michigan,36,Graduate,1,Michael,male
Martin Havlat,38.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Martin-Havlat.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,36,,1,Martin,male
Scott Gomez,40.0,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Scott-Gomez.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Syracuse University,36,,1,Scott,male
Todd Bertuzzi,44.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Todd-Bertuzzi.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,36,,2,Todd,male
Roberto Luongo,42.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/04/RobertoLuongo.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Antoine de St-Exupéry High School,36,high school,2,Roberto,male
Henrik Lundqvist,39.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/01/Henrik-Lundqvist.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,,1,Henrik,male
Teemu Selanne (NHL),49.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9d71fe9f7322c7d164b49a1d93dc052.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,35,,2,Teemu,male
Bobby Orr,73.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/Bobby-Orr.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,R. S. McLaughlin High School,35,high school,3,Bobby,male
Paul Stastny,34.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Paul-Stastny.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,University of Denver,34.8,Graduate,1,Paul,male
Markus Naslund,46.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/08/Markus-Naslund3.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,33,,2,Markus,male
Jason Pominville,37.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Jason-Pominville.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,31,,1,Jason,male
Mats Sundin (NHL),48.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/1322752-img-sport-hokej-nhl-sundin.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,31,,2,Mats,male
Theoren Fleury,51.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Theoren-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Andy Murray Hockey School,30,Graduate,2,Theoren,others
Sidney Crosby,33.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/06/Penscrosby1205.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Harrison Trimble High School,30,high school,1,Sidney,male
Mikko Koivu,36.0,,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/09/Mikko-Koivu.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,30,,1,Mikko,male
Brent Burns,34.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Brent-Burns.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,,1,Brent,male
Ryan Getzlaf (NHL),34.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/1440904-1495-in.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Robert Usher Collegiate,30,Graduate,1,Ryan,male
Mike Fisher,40.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2013/11/Mike-Fisher.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,,1,Mike,male
Marc Savard,43.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2013/11/Marc-Savard-Widescreen-Wallpaper-HockeyWallpapers.net-.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,McMaster University,30,,2,Marc,male
Scott Niedermayer,47.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/20111113-Niedermayer-lg.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,,2,Scott,male
Eric Lindros,48.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Eric-Lindros.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,30,,2,Eric,male
Adrian Aucoin,46.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Adrian-Aucoin.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,26.6,,2,Adrian,male
Zdeno Chara,42.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2022/02/Wendy-Williams.jpg?q=50&fit=crop&w=320&h=160&dpr=1.5 ,married,Algonquin College,26,Graduate,2,Zdeno,male
Valtteri Filppula (NHL),35.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/10/Valtteri-Filppula.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,25,,1,Valtteri,male
Milan Michalek,35.0,,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Milan-Michalek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,25,,1,Milan,male
Andrew Ladd,34.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/06/Andrew-Ladd.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,25,,1,Andrew,male
Evgeni Malkin,34.0,Russia,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Evgeni-Malkin1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,25,,1,Evgeni,male
Joe Pavelski,35.0,United states,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/08/Joe-Pavelski.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Wisconsin,24,Graduate,1,Joe,male
Dennis Wideman,36.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Dennis-Wideman.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,24,,1,Dennis,male
Shea Weber (NHL),34.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/05/shea-weber-9f10dc611f86284a.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,24,,1,Shea,female
Claude Giroux,32.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/06/Claude-Giroux.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Béatrice-Desloges High School,23,high school,1,Claude,male
Dominik Hasek (NHL),55.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/ap-nhl-awards-dominik-hasek-4_3_rx812_c1080x810.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Hradec Králové,23,Graduate,2,Dominik,male
Milan Lucic,31.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/07/Milan-Lucic.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22.5,,1,Milan,male
Kris Letang,32.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/09/Kris-Letang.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22,,1,Kris,male
Nathan Horton,34.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2015/06/Nathan-Horton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,22,,1,Nathan,male
Nikolai Khabibulin (NHL),47.0,Russia,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/111837468.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Kuibyshev Civil Engineering Institute,22,,2,Nikolai,male
Nick Schultz,37.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Nick-Schultz.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,21.8,,1,Nick,male
Chris Gratton,44.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/09/Chris-Gratton.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,21,,2,Chris,male
Ray Bourque (NHL),59.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/88719151.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,20,,2,Ray,male
Marc Andre Fleury,36.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2019/08/Marc-Andre-Fleury.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Pittsburgh,20,Graduate,1,Marc,male
Tim Thomas,47.0,United states,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/Thomas_Tim_2010-11Head_Credit-Steve-Babineau-NHLI-via-Getty-Images.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Vermont ,20,Graduate,2,Tim,male
Ray Whitney,47.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ray-Whitney.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,19.9,,2,Ray,male
Tobias Enstrom,35.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Tobias-Enstrom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,19.5,,1,Tobias,male
Peter Forsberg (NHL),46.0,,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/05/621188.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,19,,2,Peter,male
Jarome Iginla (NHL),42.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/05/iginla_jarome_1340px.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,18,,2,Jarome,others
Martin St. Louis (NHL),44.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/05/nhl_newarrivals_11.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University of Vermont,18,Graduate,2,Martin,male
Filip Kuba,43.0,,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/12/Filip-Kuba.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,17.8,,2,Filip,male
John Tavares (NHL),29.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/John-Tavares-NHL.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,St. Thomas Aquinas Catholic Secondary School,17,Graduate,1,John,male
Andrew Ference,40.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Andrew-Ference.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,16.5,,1,Andrew,male
Erik Karlsson,29.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/10/Erik-Karlsson.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16.5,,1,Erik,male
Saku Koivu (NHL),45.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/04/a9094442322b5bcd99f9fe7251fe9da9.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,16,,2,Saku,others
Ryan O'Reilly,28.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/12/Ryan-OReilly_.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,15.4,,1,Ryan,male
Matt Moulson,36.0,Canada,hockey-players,https://static2.therichestimages.com/wordpress/wp-content/uploads/2014/12/Matt-Moulson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Cornell University,15.3,Graduate,1,Matt,male
Jamie Benn,30.0,Canada,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/10/Jamie-Benn.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Stelly's Secondary School,15,Graduate,1,Jamie,female
Alex Burrows,38.0,Canada,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2015/08/Alex-Burrows.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,McMaster University,15,,1,Alex,male
Victor Hedman,29.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2015/10/Victor-Hedman.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,14,,1,Victor,male
Olli Jokinen (NHL),41.0,,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/04/Jokinen.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,14,,2,Olli,male
Henrik Zetterberg,39.0,,hockey-players,https://static3.therichestimages.com/wordpress/wp-content/uploads/2014/08/Henrik-Zetterberg.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,13,,1,Henrik,male
Taylor Hall,28.0,Canada,hockey-players,https://static1.therichestimages.com/wordpress/wp-content/uploads/2014/12/Taylor-Hall1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,McMaster University,12.3,,1,Taylor,male
Don Cherry,87.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/Don-Cherry.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,,,12,,4,Don,male
Jakub Voracek,30.0,,hockey-players,https://static0.therichestimages.com/wordpress/wp-content/uploads/2015/06/Jakub-Voracek.png?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,,12,,1,Jakub,male
Slavica Ecclestone,62.0,United kingdom,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/Slavica-Ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Unknown,1200.0,Graduate,3,Slavica,female
Victoria Beckham,46.0,United kingdom,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/06/victoria_beckham_bob_brown_bla.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,University College London,450,,2,Victoria,female
Kathy Ireland,58.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/Kathy-Ireland1.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Syracuse University,360,,2,Kathy,female
Gisele Bundchen,39.0,Brazil,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/gb2.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Drop Out,360,Graduate,1,Gisele,others
Tamara Ecclestone,36.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/06/tamara_ecclestone.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Drop Out, London School of Economics/Univ. College London",300,Graduate,1,Tamara,female
Jane Holzer,80.0,,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/jane_holzer_2011_12_02.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,200,,3,Jane,female
Juanita Jordan,61.0,United states,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2013/03/Juanita-Jordan.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Syracuse University,170,,3,Juanita,female
Sofia Vergara,48.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2019/05/sofia-vergara.jpeg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Colegio Marymount,160,Graduate,2,Sofia,female
Paris Hilton,40.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/12/paris-hilton.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,Canterbury Boarding School,100,Graduate,1,Paris,male
Cindy Crawford,55.0,United states,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/04/Cindy_Crawford.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Northwestern University (Drop Out), DeKalb High School",100,Graduate,2,Cindy,female
Elin Nordegren,41.0,,models,https://static0.therichestimages.com/wordpress/wp-content/uploads/2014/03/1374274322_78220062_elin-nordegren-zoom.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,,100,,2,Elin,female
Lydia Hearst-Shaw,36.0,United states,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/lydia-hearst.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,Sacred Heart University,100,Graduate,1,Lydia,female
Elle Macpherson,57.0,Australia,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2011/04/Elle_Macpherson.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,University of Melbourne,95,,2,Elle,female
Tyra Banks,47.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/2012/06/tyra-banks.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,single,"Immaculate Heart High School, JB Middle School ",90,high school,2,Tyra,female
Christie Brinkley,67.0,United states,models,https://static3.therichestimages.com/wordpress/wp-content/uploads/christie-brinkley-774871.gif?q=50&fit=crop&w=220&h=220&dpr=1.5 ,divorced,Le Lycée Français de Los Angeles,80,Graduate,3,Christie,female
Adriana Lima,39.0,Brazil,models,https://static2.therichestimages.com/wordpress/wp-content/uploads/2011/05/adriana_lima_victorias_secret.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"The University of Texas at Austin, Universidade Federal do Rio de Janeiro",75,,1,Adriana,female
Kate Moss,47.0,United kingdom,models,https://static1.therichestimages.com/wordpress/wp-content/uploads/2011/03/kate_moss.jpg?q=50&fit=crop&w=220&h=220&dpr=1.5 ,married,"Ridgeway Primary School, Riddlesdown Collegiate",72,Graduate,2,Kate,female
